Datos
1569100235
1236851986
140970126
1232529039
1274630085
1561011
112076247
1395469997
9559323137
1180496269
1387718929
1216167585
1480238261
1450854904
8347940071
150565244
1092957263
9617030477
1243908211
1360264894
1113077923
1190656784
1258636411
959398055
120708011
138516803
7178770392
783882502
123286702
972066244
1059883342
1346292416
1595017194
9919787354
1026403098
143591649
1368829523
9674410685
1688034117
1088329729
7887624289
1188103867
1345670566
1252687687
1023225631
1073704842
8550094447
1196719571
1331973297
135050615
1664838311
1159954352
1149798616
1432324142
1723142419
1561452151
127825512
1519069177
1543865026
1213999311
1313652764
1284882304
1289124385
1072156343
8609846605
1208069011
1118104631
8672575775
1139722166
7906624719
1118748655
1225922374
1229987232
1110249197
1284751028
1321623114
1378414779
8585994278
1379910185
1039590773
1762614895
1517801952
1417194601
1124811806
1292093394
1173802315
1355033697
1478161729
1360178726
1043348952
1419742885
9087657119
966208095
1292060439
1105904461
1210246728
9689706785
1357085893
1476679392
7426906351
9074513674
178906147
9609454179
1514315626
1322753286
8249240116
1625814552
1052629427
1566384161
1176628571
1293996479
1601488021
1356535972
1295824299
1369891187
1318819223
1161207021
1195502384
1332809546
1112814332
1318262415
1263584229
152078143
1596514877
1387530924
882779908
1388717786
1259997307
153632368
1261561687
1576153005
1222597108
133402038
1019875225
1061521065
158648292
1148442087
9835174303
1226284776
9843015599
1216774137
11369376
1283049817
1378312284
7638922979
1205516822
1247857667
1004678235
9856786247
143264038
1054338632
1130156267
1439732229
1430406451
9116156235
1053044815
1432246956
141631001
143504401
9807384428
9321382874
9677075108
1446562754
1054793815
4825136027
9868867235
1654659564
1029309294
1089595182
1215559023
1189872149
1593958823
157948
1304339688
1180204719
1201968304
1835379783
1323855769
1464259359
1150845875
9568401879
1308971983
8726368481
1242157602
1842880028
1369440476
1264883662
1012915543
1566973639
1203914909
8739413454
1184888949
1139916604
171965884
1075273011
1351649079
1332779836
11844713
158568073
1367144556
8606563284
1324051399
1454570327
7271355544
1275690591
1297294028
1538820563
1280374479
1201115486
9991173966
1887663021
1159570379
1207013056
147254928
1196499263
8176104828
1270280483
1605882069
1233056427
151454615
8787376242
9508834161
1401281216
1140360191
1581567737
1210312998
1707034785
1171249784
1073762628
1124110441
1055588443
1119153421
1645216915
9512648081
7321844898
8000013821
113941365
1013120504
1016851757
1608052469
1292365104
8206503848
1416111184
1117267337
152692989
1529287301
924530836
1303489128
1370337037
1379398677
1026874544
1308672009
1220748361
1267868367
1123342747
9462100851
1074225199
1467641125
1328000407
1021380101
8718692669
1605936039
1336956788
8120168434
1604831716
1277631624
1128043981
9307867217
1077569765
1011984661
1002118277
1253906999
1353329141
1315524943
6949307623
1110133414
126159005
7114818211
1648802361
1657653048
131024867
1289591618
1665825299
120740127
9759701346
9599219276
1023155392
1299315443
1208362097
781413233
9952090614
1131184609
1023541522
1372867647
1039496873
1155586808
1759918176
1562848173
1272062975
1277077689
1618015273
1611153175
1372429417
182408218
7676306448
101669407
9478506397
1673968436
7966943164
8225388411
1447396801
1480761033
1628351253
9016219513
9794202595
1446106649
1239514513
126989059
1544989944
1162495852
1431315283
1674537485
1144581314
1054294161
1493198564
1213183435
1569061265
109358507
1101950536
1281012929
1439673969
1521355303
1264736786
8807976166
1287143014
1385399791
1086366061
1197150098
1246299051
1441126171
146671034
1214201303
8364996739
8314638314
1442144497
6484212132
1221051474
1324530268
7444483636
8247137283
104431895
1562466352
105020643
140635255
1165809125
1394368061
9285713851
1345295313
1359024582
1223194236
1491381656
1465248005
1262640459
1165625051
1131065218
1476661694
1415578487
1289937752
1210397665
1074777948
1432100338
137904541
1048782925
1392404545
121007729
1504918883
1591936371
8249203787
1065558755
1160870245
175684253
1523897121
1397830266
1178918291
726542829
1600048373
1422355437
1115883656
1280237151
1163043358
1441878092
8322518649
1410303071
1258608866
1610638103
1207183673
130160929
145570711
1328826925
1026225745
9726377154
1719530311
7878264992
1040668311
1445948266
1287740477
1017893525
694442945
116055283
1145726343
986637981
1230202279
1166226547
128781764
1495904895
7638356924
1176783885
7583896901
1089231641
118996158
1213836314
1108073697
166639022
1222347498
1195897174
7796770886
1187935041
1433347654
1081306684
1574819731
1435906847
1601395348
1652707778
15734555
5717405427
1346132252
1221877196
1527900654
1041249
1497737331
1450102546
1247589058
1397857831
1107956077
1286765333
1427786844
1188058952
1253088943
9974113049
1282565629
1340735284
1283995413
9616199922
1364693087
1000331393
1375584383
123165911
1528344725
1077142445
1045641673
808789363
1412935345
1200440793
1102860147
8637847623
1282620869
1254432034
1299806026
1290135475
1416151401
1124031742
1643762315
1389924187
1844785101
1211332884
1194823141
1017415814
176090345
1610351375
1387732574
5400275092
8515024536
1497142401
1217605366
1296995968
1171161541
1108578618
1400539835
1080435847
1793251233
1449023231
8528733328
9458205976
1400184735
1577157767
1211716495
145449543
1439536244
1035636935
1438399136
